案件ID,病害小类,病害大类,道路名称,里程km,数据来源,采集日期,星期,审核结论,驳回原因,事件等级,审核时滞天
2026000278,路框差,人行道,布龙路,19.6,作业车,2026-08-05,周三,审核通过,,轻微,0
2026000279,路框差,人行道,碧新路,9.1,两轮车,2026-08-23,周日,驳回,AI误报,轻微,0
2026000280,路框差,人行道,碧新路,9.1,四轮专车,2026-08-04,周二,驳回,框选不规范,轻微,1
2026000281,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-22,周六,审核通过,,轻微,0
2026000282,路框差,人行道,红棉路,18.2,四轮专车,2026-08-14,周五,驳回,AI误报,轻微,2
2026000283,路框差,人行道,红棉路,18.2,作业车,2026-08-29,周六,审核通过,,轻微,0
2026000284,路框差,人行道,红棉路,18.2,两轮车,2026-08-10,周一,审核通过,,轻微,0
2026000285,路框差,人行道,坂雪岗大道,14.2,作业车,2026-08-14,周五,审核通过,,轻微,0
2026000286,路框差,人行道,龙翔大道,15.8,作业车,2026-08-03,周一,审核通过,,轻微,0
2026000287,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-26,周三,审核通过,,轻微,1
2026000288,路框差,人行道,龙翔大道,15.8,四轮专车,2026-08-04,周二,审核通过,,轻微,1
2026000289,路框差,人行道,布龙路,19.6,作业车,2026-08-24,周一,审核通过,,轻微,0
2026000290,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-14,周五,审核通过,,轻微,1
2026000291,路框差,人行道,爱南路,10.4,四轮专车,2026-09-02,周三,审核通过,,轻微,2
2026000292,路框差,人行道,龙岗大道,32.6,四轮专车,2026-08-07,周五,审核通过,,轻微,2
2026000293,路框差,人行道,新生路,8.2,两轮车,2026-08-23,周日,审核通过,,轻微,0
2026000294,路框差,人行道,龙岗大道,32.6,作业车,2026-08-09,周日,审核通过,,轻微,0
2026000295,路框差,人行道,爱南路,10.4,四轮专车,2026-08-04,周二,审核通过,,轻微,2
2026000296,路框差,人行道,新生路,8.2,作业车,2026-08-30,周日,审核通过,,轻微,0
2026000297,路框差,人行道,鹏达路,6.8,作业车,2026-08-31,周一,审核通过,,轻微,0
2026000298,路框差,人行道,爱南路,10.4,作业车,2026-09-03,周四,审核通过,,轻微,0
2026000299,路框差,人行道,吉祥路,8.6,两轮车,2026-08-08,周六,审核通过,,轻微,1
2026000300,路框差,人行道,黄阁路,11.2,两轮车,2026-08-28,周五,审核通过,,轻微,1
2026000301,路框差,人行道,吉祥路,8.6,四轮专车,2026-08-18,周二,审核通过,,轻微,1
2026000302,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-10,周一,审核通过,,轻微,0
2026000303,路框差,人行道,布龙路,19.6,众源车,2026-08-07,周五,审核通过,,轻微,13
2026000304,路框差,人行道,布龙路,19.6,两轮车,2026-08-08,周六,审核通过,,轻微,1
2026000305,路框差,人行道,碧新路,9.1,两轮车,2026-08-22,周六,审核通过,,轻微,1
2026000306,路框差,人行道,深惠路,21.5,作业车,2026-08-21,周五,审核通过,,轻微,0
2026000307,路框差,人行道,龙翔大道,15.8,作业车,2026-08-08,周六,驳回,AI误报,轻微,0
2026000308,路框差,人行道,黄阁路,11.2,两轮车,2026-08-28,周五,审核通过,,轻微,0
2026000309,路框差,人行道,沙荷路,12.4,两轮车,2026-08-21,周五,驳回,超过时效,轻微,0
2026000310,路框差,人行道,龙岗大道,32.6,作业车,2026-08-24,周一,审核通过,,轻微,0
2026000311,路框差,人行道,深惠路,21.5,两轮车,2026-08-07,周五,审核通过,,轻微,0
2026000312,路框差,人行道,龙翔大道,15.8,作业车,2026-08-28,周五,审核通过,,轻微,0
2026000313,路框差,人行道,红棉路,18.2,作业车,2026-08-14,周五,审核通过,,轻微,0
2026000314,路框差,人行道,龙翔大道,15.8,作业车,2026-08-18,周二,审核通过,,轻微,0
2026000315,路框差,人行道,龙翔大道,15.8,作业车,2026-08-08,周六,审核通过,,轻微,0
2026000316,路框差,人行道,沙荷路,12.4,作业车,2026-09-03,周四,审核通过,,轻微,0
2026000317,路框差,人行道,龙翔大道,15.8,四轮专车,2026-08-19,周三,审核通过,,轻微,2
2026000318,路框差,人行道,黄阁路,11.2,四轮专车,2026-08-28,周五,审核通过,,轻微,1
2026000319,路框差,人行道,沙荷路,12.4,作业车,2026-08-22,周六,审核通过,,轻微,0
2026000320,路框差,人行道,植物园路,7.5,作业车,2026-08-04,周二,审核通过,,轻微,0
2026000321,路框差,人行道,新生路,8.2,两轮车,2026-08-25,周二,审核通过,,轻微,1
2026000322,路框差,人行道,深惠路,21.5,作业车,2026-08-14,周五,审核通过,,轻微,0
2026000323,路框差,人行道,沙荷路,12.4,四轮专车,2026-08-22,周六,审核通过,,轻微,2
2026000324,路框差,人行道,布龙路,19.6,两轮车,2026-08-20,周四,审核通过,,轻微,0
2026000325,路框差,人行道,碧新路,9.1,四轮专车,2026-08-28,周五,审核通过,,轻微,2
2026000326,路框差,人行道,黄阁路,11.2,作业车,2026-08-10,周一,审核通过,,严重,0
2026000327,路框差,人行道,爱南路,10.4,众源车,2026-08-28,周五,审核通过,,轻微,4
2026000328,路框差,人行道,布龙路,19.6,四轮专车,2026-08-15,周六,审核通过,,轻微,1
2026000329,路框差,人行道,坂雪岗大道,14.2,两轮车,2026-08-26,周三,审核通过,,轻微,0
2026000330,路框差,人行道,沙荷路,12.4,众源车,2026-08-21,周五,驳回,超过时效,轻微,5
2026000331,路框差,人行道,清林路,9.8,两轮车,2026-08-21,周五,驳回,AI误报,轻微,1
2026000332,路框差,人行道,红棉路,18.2,作业车,2026-08-20,周四,审核通过,,轻微,0
2026000333,路框差,人行道,清林路,9.8,两轮车,2026-08-22,周六,审核通过,,轻微,0
2026000334,路框差,人行道,碧新路,9.1,四轮专车,2026-08-30,周日,审核通过,,轻微,2
2026000335,路框差,人行道,龙岗大道,32.6,四轮专车,2026-08-11,周二,审核通过,,轻微,1
2026000336,路框差,人行道,坂雪岗大道,14.2,两轮车,2026-08-11,周二,审核通过,,轻微,1
2026000337,路框差,人行道,龙岗大道,32.6,两轮车,2026-09-03,周四,审核通过,,轻微,1
2026000338,路框差,人行道,清林路,9.8,作业车,2026-09-01,周二,审核通过,,轻微,0
2026000339,路框差,人行道,龙岗大道,32.6,作业车,2026-08-15,周六,审核通过,,轻微,0
2026000340,路框差,人行道,植物园路,7.5,两轮车,2026-08-13,周四,审核通过,,轻微,1
2026000341,路框差,人行道,龙岗大道,32.6,作业车,2026-08-26,周三,审核通过,,轻微,0
2026000342,路框差,人行道,植物园路,7.5,作业车,2026-09-01,周二,审核通过,,轻微,0
2026000343,路框差,人行道,爱南路,10.4,四轮专车,2026-09-02,周三,审核通过,,轻微,1
2026000344,路框差,人行道,坂雪岗大道,14.2,两轮车,2026-08-10,周一,审核通过,,轻微,1
2026000345,路框差,人行道,吉祥路,8.6,两轮车,2026-08-09,周日,审核通过,,轻微,1
2026000346,路框差,人行道,吉祥路,8.6,作业车,2026-08-19,周三,审核通过,,轻微,0
2026000347,路框差,人行道,植物园路,7.5,作业车,2026-08-08,周六,审核通过,,轻微,0
2026000348,路框差,人行道,红棉路,18.2,两轮车,2026-09-01,周二,审核通过,,轻微,0
2026000349,路框差,人行道,坂雪岗大道,14.2,四轮专车,2026-08-14,周五,审核通过,,轻微,2
2026000350,路框差,人行道,龙岗大道,32.6,作业车,2026-08-11,周二,审核通过,,轻微,0
2026000351,路框差,人行道,坂雪岗大道,14.2,四轮专车,2026-09-03,周四,审核通过,,轻微,2
2026000352,路框差,人行道,红棉路,18.2,四轮专车,2026-08-30,周日,审核通过,,轻微,2
2026000353,路框差,人行道,布龙路,19.6,四轮专车,2026-09-02,周三,审核通过,,轻微,1
2026000354,路框差,人行道,坂雪岗大道,14.2,两轮车,2026-08-19,周三,审核通过,,轻微,1
2026000355,路框差,人行道,深惠路,21.5,作业车,2026-08-28,周五,审核通过,,轻微,0
2026000356,路框差,人行道,布龙路,19.6,四轮专车,2026-08-16,周日,审核通过,,轻微,1
2026000357,路框差,人行道,吉祥路,8.6,两轮车,2026-08-05,周三,审核通过,,轻微,0
2026000358,路框差,人行道,爱南路,10.4,作业车,2026-08-24,周一,审核通过,,轻微,0
2026000359,路框差,人行道,深惠路,21.5,作业车,2026-08-05,周三,审核通过,,轻微,0
2026000360,路框差,人行道,坂雪岗大道,14.2,两轮车,2026-08-09,周日,审核通过,,轻微,1
2026000361,路框差,人行道,植物园路,7.5,两轮车,2026-08-12,周三,审核通过,,轻微,1
2026000362,路框差,人行道,龙岗大道,32.6,四轮专车,2026-08-24,周一,审核通过,,轻微,1
2026000363,路框差,人行道,龙岗大道,32.6,作业车,2026-08-27,周四,审核通过,,轻微,0
2026000364,路框差,人行道,龙岗大道,32.6,作业车,2026-08-08,周六,驳回,AI误报,轻微,0
2026000365,路框差,人行道,黄阁路,11.2,众源车,2026-08-14,周五,审核通过,,轻微,13
2026000366,路框差,人行道,龙翔大道,15.8,作业车,2026-08-25,周二,审核通过,,轻微,0
2026000367,路框差,人行道,吉祥路,8.6,作业车,2026-08-22,周六,审核通过,,轻微,0
2026000368,路框差,人行道,黄阁路,11.2,四轮专车,2026-08-22,周六,审核通过,,轻微,1
2026000369,路框差,人行道,沙荷路,12.4,众源车,2026-08-07,周五,驳回,模糊不清,轻微,8
2026000370,路框差,人行道,新生路,8.2,两轮车,2026-08-07,周五,驳回,AI误报,轻微,0
2026000371,路框差,人行道,吉祥路,8.6,作业车,2026-08-07,周五,审核通过,,轻微,0
2026000372,路框差,人行道,沙荷路,12.4,两轮车,2026-08-06,周四,审核通过,,轻微,1
2026000373,路框差,人行道,龙翔大道,15.8,四轮专车,2026-08-18,周二,审核通过,,轻微,1
2026000374,路框差,人行道,沙荷路,12.4,四轮专车,2026-08-22,周六,审核通过,,轻微,2
2026000375,路框差,人行道,龙岗大道,32.6,作业车,2026-08-07,周五,审核通过,,轻微,0
2026000376,路框差,人行道,龙岗大道,32.6,四轮专车,2026-08-06,周四,审核通过,,轻微,1
2026000377,路框差,人行道,植物园路,7.5,两轮车,2026-08-25,周二,审核通过,,轻微,1
2026000378,路框差,人行道,深惠路,21.5,作业车,2026-08-23,周日,审核通过,,轻微,0
2026000379,路框差,人行道,龙翔大道,15.8,作业车,2026-09-01,周二,审核通过,,轻微,0
2026000380,路框差,人行道,清林路,9.8,作业车,2026-09-03,周四,审核通过,,轻微,0
2026000381,路框差,人行道,布龙路,19.6,众源车,2026-08-28,周五,驳回,超过时效,轻微,4
2026000382,路框差,人行道,植物园路,7.5,作业车,2026-08-06,周四,审核通过,,轻微,0
2026000383,路框差,人行道,吉祥路,8.6,两轮车,2026-08-14,周五,审核通过,,轻微,1
2026000384,路框差,人行道,深惠路,21.5,作业车,2026-08-18,周二,审核通过,,轻微,0
2026000385,路框差,人行道,龙翔大道,15.8,四轮专车,2026-08-26,周三,审核通过,,轻微,1
2026000386,路框差,人行道,鹏达路,6.8,两轮车,2026-09-01,周二,审核通过,,轻微,1
2026000387,路框差,人行道,清林路,9.8,众源车,2026-08-21,周五,审核通过,,轻微,7
2026000388,路框差,人行道,植物园路,7.5,两轮车,2026-09-01,周二,审核通过,,轻微,0
2026000389,路框差,人行道,龙岗大道,32.6,四轮专车,2026-08-03,周一,审核通过,,轻微,2
2026000390,路框差,人行道,碧新路,9.1,两轮车,2026-08-03,周一,审核通过,,轻微,1
2026000391,路框差,人行道,黄阁路,11.2,两轮车,2026-08-16,周日,审核通过,,轻微,0
2026000392,路框差,人行道,龙岗大道,32.6,众源车,2026-08-07,周五,审核通过,,轻微,13
2026000393,路框差,人行道,坂雪岗大道,14.2,两轮车,2026-08-13,周四,审核通过,,轻微,1
2026000394,路框差,人行道,黄阁路,11.2,四轮专车,2026-08-10,周一,审核通过,,轻微,2
2026000395,路框差,人行道,龙岗大道,32.6,作业车,2026-08-10,周一,审核通过,,轻微,0
2026000396,路框差,人行道,深惠路,21.5,两轮车,2026-08-26,周三,审核通过,,轻微,1
2026000397,路框差,人行道,爱南路,10.4,众源车,2026-08-28,周五,审核通过,,轻微,12
2026000398,路框差,人行道,沙荷路,12.4,四轮专车,2026-08-14,周五,审核通过,,轻微,2
2026000399,路框差,人行道,深惠路,21.5,两轮车,2026-08-04,周二,审核通过,,轻微,0
2026000400,路框差,人行道,深惠路,21.5,两轮车,2026-08-10,周一,审核通过,,轻微,1
2026000401,路框差,人行道,沙荷路,12.4,四轮专车,2026-08-12,周三,审核通过,,轻微,2
2026000402,路框差,人行道,新生路,8.2,作业车,2026-08-18,周二,审核通过,,轻微,0
2026000403,路框差,人行道,吉祥路,8.6,众源车,2026-08-28,周五,驳回,AI误报,轻微,8
2026000404,路框差,人行道,龙岗大道,32.6,作业车,2026-08-08,周六,审核通过,,轻微,0
2026000405,路框差,人行道,鹏达路,6.8,作业车,2026-09-03,周四,审核通过,,轻微,0
2026000406,路框差,人行道,碧新路,9.1,四轮专车,2026-08-16,周日,审核通过,,轻微,2
2026000407,路框差,人行道,沙荷路,12.4,作业车,2026-08-10,周一,审核通过,,轻微,0
2026000408,路框差,人行道,爱南路,10.4,作业车,2026-08-15,周六,审核通过,,轻微,0
2026000409,路框差,人行道,龙岗大道,32.6,作业车,2026-08-26,周三,驳回,框选不规范,轻微,0
2026000410,路框差,人行道,鹏达路,6.8,众源车,2026-08-07,周五,审核通过,,轻微,10
2026000411,路框差,人行道,黄阁路,11.2,两轮车,2026-08-17,周一,审核通过,,轻微,1
2026000412,路框差,人行道,黄阁路,11.2,众源车,2026-08-07,周五,审核通过,,轻微,3
2026000413,路框差,人行道,龙岗大道,32.6,作业车,2026-08-12,周三,审核通过,,轻微,0
2026000414,路框差,人行道,新生路,8.2,作业车,2026-08-25,周二,审核通过,,轻微,0
2026000415,路框差,人行道,龙岗大道,32.6,作业车,2026-08-24,周一,审核通过,,轻微,0
2026000416,路框差,人行道,红棉路,18.2,作业车,2026-08-08,周六,审核通过,,轻微,0
2026000417,路框差,人行道,龙岗大道,32.6,作业车,2026-08-20,周四,审核通过,,轻微,0
2026000418,路框差,人行道,吉祥路,8.6,作业车,2026-09-03,周四,审核通过,,轻微,0
2026000419,路框差,人行道,红棉路,18.2,两轮车,2026-08-10,周一,审核通过,,轻微,1
2026000420,路框差,人行道,新生路,8.2,两轮车,2026-08-18,周二,审核通过,,轻微,0
2026000421,路框差,人行道,黄阁路,11.2,作业车,2026-08-24,周一,驳回,AI误报,轻微,0
2026000422,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-05,周三,审核通过,,轻微,0
2026000423,路框差,人行道,龙岗大道,32.6,作业车,2026-08-19,周三,审核通过,,轻微,0
2026000424,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-22,周六,驳回,框选不规范,轻微,1
2026000425,路框差,人行道,坂雪岗大道,14.2,四轮专车,2026-08-20,周四,审核通过,,轻微,2
2026000426,路框差,人行道,爱南路,10.4,四轮专车,2026-08-13,周四,审核通过,,轻微,1
2026000427,路框差,人行道,红棉路,18.2,四轮专车,2026-08-28,周五,审核通过,,轻微,2
2026000428,路框差,人行道,碧新路,9.1,作业车,2026-08-12,周三,审核通过,,轻微,0
2026000429,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-19,周三,审核通过,,轻微,0
2026000430,路框差,人行道,爱南路,10.4,四轮专车,2026-08-13,周四,审核通过,,轻微,1
2026000431,路框差,人行道,新生路,8.2,众源车,2026-08-07,周五,审核通过,,轻微,7
2026000432,路框差,人行道,吉祥路,8.6,两轮车,2026-08-17,周一,审核通过,,轻微,0
2026000433,路框差,人行道,清林路,9.8,两轮车,2026-08-15,周六,审核通过,,轻微,1
2026000434,路框差,人行道,爱南路,10.4,四轮专车,2026-08-12,周三,审核通过,,轻微,1
2026000435,路框差,人行道,龙岗大道,32.6,众源车,2026-08-14,周五,审核通过,,轻微,10
2026000436,路框差,人行道,红棉路,18.2,作业车,2026-08-27,周四,审核通过,,轻微,0
2026000437,路框差,人行道,龙岗大道,32.6,作业车,2026-08-22,周六,审核通过,,轻微,0
2026000438,路框差,人行道,布龙路,19.6,四轮专车,2026-08-08,周六,审核通过,,轻微,1
2026000439,路框差,人行道,清林路,9.8,两轮车,2026-08-03,周一,审核通过,,轻微,0
2026000440,路框差,人行道,坂雪岗大道,14.2,作业车,2026-08-07,周五,审核通过,,轻微,0
2026000441,路框差,人行道,碧新路,9.1,作业车,2026-08-31,周一,审核通过,,轻微,0
2026000442,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-06,周四,驳回,模糊不清,轻微,0
2026000443,路框差,人行道,清林路,9.8,两轮车,2026-08-08,周六,审核通过,,轻微,1
2026000444,路框差,人行道,红棉路,18.2,四轮专车,2026-08-16,周日,审核通过,,轻微,1
2026000445,路框差,人行道,沙荷路,12.4,作业车,2026-08-08,周六,审核通过,,轻微,0
2026000446,路框差,人行道,清林路,9.8,作业车,2026-08-06,周四,审核通过,,轻微,0
2026000447,路框差,人行道,鹏达路,6.8,两轮车,2026-08-08,周六,审核通过,,轻微,0
2026000448,路框差,人行道,坂雪岗大道,14.2,作业车,2026-08-03,周一,审核通过,,轻微,0
2026000449,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-19,周三,审核通过,,轻微,0
2026000450,路框差,人行道,坂雪岗大道,14.2,两轮车,2026-08-12,周三,审核通过,,轻微,1
2026000451,路框差,人行道,龙岗大道,32.6,作业车,2026-08-12,周三,审核通过,,严重,0
2026000452,路框差,人行道,碧新路,9.1,四轮专车,2026-09-03,周四,驳回,AI误报,轻微,1
